SSC ID,Station Name,Country,Latitude,Longitude,IOC code,PTWC code,GLOSS ID,UHSLC ID,PSMSL ID,SONEL GPS,SONEL TG,Details,Edit
SSC-manu,Manus Island,Papua New Guinea,-2.02,147.27,,,,,"1609, 1619",,,[details],[edit]
SSC-manua,Manukau Harbour (Onehunga Wharf),New Zealand,-36.93,174.78,,,,,1948,,,[details],[edit]
SSC-manz,Manzanillo,Mexico,19.06,-104.3,manz,manz,163.0,395,"1818, 737","2983, 3324, 3596, 733","2166, 2783",[details],[edit]
SSC-manzd,Manzanillo,Cuba,20.33,-77.15,,,,,1934,,,[details],[edit]
SSC-mapu,Maputo,Mozambique,-26.17,32.7,,,,190,,,,[details],[edit]
SSC-mapuw,Maputo,Mozambique,-25.97,32.57,,,,,986,,,[details],[edit]
SSC-mara,Maracaibo,Venezuela,10.68,-71.58,,,,,1073,3072,,[details],[edit]
SSC-marao,Marathon Shores,United States,24.73,-81.03,,,,,"1187, 1424",,,[details],[edit]
SSC-mard,Mar De Ajo,Argentina,-36.7,-56.67,,,,,1542,,,[details],[edit]
SSC-mare,Maré,France,-21.55,167.88,mare,mare,,,2239,,3168,[details],[edit]
SSC-marg,Margate,United Kingdom,51.4,1.4,,,,,1225,,,[details],[edit]
SSC-margg,Marie Gletscher,Greenland,77.19,-65.69,,,,,,2466,,[details],[edit]
SSC-mari,Marin,Spain,42.41,-8.69,mari,,,,2181,,,[details],[edit]
SSC-marik,Marii Pronchishevoi (Bukhta),Russia,75.53,113.43,,,,,667,,,[details],[edit]
SSC-marin,Marienleuchte,Germany,54.5,11.25,,,,,55,,,[details],[edit]
SSC-mariy,Marina Del Ray,United States,33.83,-118.33,,,,,1205,,,[details],[edit]
SSC-marj,Marjan 46/51,Saudi Arabia,28.45,49.63,,,,,1682,,,[details],[edit]
SSC-marm,Marmagao,India,15.42,73.8,marm,,281.0,,1249,2066,2437,[details],[edit]
SSC-mars,Marseille,France,43.29,5.36,mars,,205.0,824,61,"3193, 735",1802,[details],[edit]
SSC-marsa,Marsaxlokk (formally Valletta),Malta,35.82,14.53,,,,,1735,3155,3146,[details],[edit]
SSC-marsd,Marsden Point,New Zealand,-35.83,174.5,,,,398,,,,[details],[edit]
SSC-marsh,Majuro,Marshall Islands,7.11,171.37,marsh,majb,112.0,5,"1217, 1228, 1838",2055,"2117, 2768",[details],[edit]
SSC-mart,Martigues,France,43.4,5.05,,,,,968,,,[details],[edit]
SSC-marv,Marviken,Sweden,58.55,16.84,,,,,2104,,,[details],[edit]
SSC-masa,Masan,South Korea,35.21,128.59,,,,,2044,,,[details],[edit]
SSC-masi,Masirah,Oman,20.68,58.87,masi,masi,,113,1887,,,[details],[edit]
SSC-masiy,Masira Island,Oman,20.22,58.48,,,,,995,,,[details],[edit]
SSC-mass,Massacre Bay,United States,52.83,173.2,,,303.0,550,491,,,[details],[edit]
SSC-mata,Matarani,Peru,-17.0,-72.12,mata,mata,,94,"2188, 458",,,[details],[edit]
SSC-matac,Matapeake,United States,38.96,-76.36,,,,,1338,,,[details],[edit]
SSC-matav,"Matavai, Tahiti",French Polynesia,-17.52,-149.52,,,,,854,,,[details],[edit]
SSC-mati,"Mati, Davao Oriental",Philippines,6.95,126.22,,,,,2156,,,[details],[edit]
SSC-mats,Matsuyama,Japan,33.87,132.7,,,,,"1062, 880",,,[details],[edit]
SSC-maui,Haleakala,United States,20.71,-156.26,,,,,,2429,,[details],[edit]
SSC-maws,Mawson,Australia,-67.6,62.87,,,22.0,177,1814,738,2198,[details],[edit]
SSC-maya,Mayaguez,Puerto Rico,18.22,-67.16,maya,maya,,,,"3115, 3116",3114,[details],[edit]
SSC-maza,Mazatlan,Mexico,23.18,-106.42,maza,maza,,673,712,,,[details],[edit]
SSC-mazay,Mazaro Del Vallo,Italy,37.67,12.57,,,,,171,,,[details],[edit]
SSC-mbar,Mbarara,Uganda,-0.6,30.74,,,,,,739,,[details],[edit]
SSC-mcdo,Mcdonald Observatory Site,United States,30.68,-104.01,,,,,,741,,[details],[edit]
SSC-mcmd,McCreadys_Creek,United States,38.3,-76.0,,mcmd,,,,,,[details],[edit]
SSC-mcmu,Mcmurdo Sound,Antarctica,-74.75,164.5,,,,,1048,,,[details],[edit]
SSC-mdic,Marina Di Campo,Italy,42.74,10.24,MC41,,,,2140,3438,3437,[details],[edit]
SSC-mdvj,Mendeleevo,Russia,56.02,37.21,,,,,,"2430, 742",,[details],[edit]
SSC-meji,Mejillones,Chile,-23.1,-70.45,"meji, meji2",meji,,,,,,[details],[edit]
SSC-melc,Melchior,Antarctica,-64.32,-62.98,,,,,900,,,[details],[edit]
SSC-meli,Melilla,Spain,35.29,-2.93,meli,,,,2057,3105,3104,[details],[edit]
SSC-mell,Mellieha Bay,Malta,35.98,14.35,,,,,1913,,,[details],[edit]
SSC-mellv,Mellum Plate,Germany,53.77,8.1,,,,,1987,2534,2533,[details],[edit]
SSC-melv,Melville Bay,Australia,-12.22,136.7,,,,,"1119, 1174",,,[details],[edit]
SSC-meme,Memel,Lithuania,55.72,21.12,,,,,125,,,[details],[edit]
SSC-mems,Mem,Sweden,58.48,16.42,,,,,75,,,[details],[edit]
SSC-mene,Meneng,Indonesia,-8.12,114.38,,,,158,1725,,,[details],[edit]
SSC-ment,Mentesizmir,Turkey,38.43,26.72,,,,,1679,2030,2157,[details],[edit]
SSC-mera,Mera,Japan,34.55,139.49,mera,mera,86.0,352,359,801,2313,[details],[edit]
SSC-mers,Mersrags,Latvia,57.33,23.12,,,,,341,,,[details],[edit]
SSC-mess,Messina,Italy,38.2,15.56,ME13,,,,"115, 2081",3441,"3439, 3440",[details],[edit]
SSC-meul,Meulaboh,Indonesia,4.32,96.22,"meul, meul2",meul,,914,,2933,2932,[details],[edit]
SSC-mhav,Milford Haven,United Kingdom,51.71,-5.05,mhav,,,,"1700, 66",,,[details],[edit]
SSC-mhpa,Marcus_Hook,Panama,39.81,-75.41,mhpa,mhpa,,,,,,[details],[edit]
SSC-miam,Miami,United States,25.9,-80.12,,,218.0,"241, 755",1717,,,[details],[edit]
SSC-midx,Midway Island,United States,28.21,-177.36,"midx, midx2","midw, midx",106.0,50,523,,2839,[details],[edit]
SSC-miku,Mikuni,Japan,36.25,136.15,,,,,1190,783,2114,[details],[edit]
SSC-mill,Millport,United Kingdom,55.75,-4.91,mill,,,,755,,,[details],[edit]
SSC-mimz,Mimizan,France,44.21,-1.3,"mimz, mimz2",,,,,"3480, 3481",3479,[details],[edit]
SSC-mina,Minami Izu,Japan,34.62,138.88,,,,,1064,,,[details],[edit]
SSC-minas,Mina Sulman,Bahrain,26.23,50.6,,,,182,1494,"2485, 2559, 633",2146,[details],[edit]
SSC-mind,Mindelo,Cape Verde,16.89,-25.0,mind,,,,,,,[details],[edit]
SSC-mini,Minicoy,India,8.28,73.05,mini,mini,29.0,153,1050,2068,2439,[details],[edit]
SSC-mins,Minami-tori-shima,Japan,24.18,153.58,mins,mins,104.0,49,1875,"2489, 2837",2836,[details],[edit]
SSC-miri,Miri,Malaysia,4.4,113.97,,,,388,1819,2642,2641,[details],[edit]
SSC-mirn,Mirny,Russia,-66.55,93.02,,,25.0,,,,2800,[details],[edit]
SSC-mise,Miseno,Italy,40.78,14.08,,,,,1612,,,[details],[edit]
SSC-misu,Misumi,Japan,32.62,130.45,,,,,810,,,[details],[edit]
SSC-miya,Miyake Sima,Japan,34.67,139.48,,,,357,1060,,,[details],[edit]
SSC-miyay,Miyazu,Japan,35.53,135.18,,,,,872,,,[details],[edit]
SSC-miyk,Miyako,Japan,39.63,141.97,,,,,"1149, 463",,,[details],[edit]
SSC-mkea,Mauna Kea,United States,19.8,-155.46,,,,,,744,,[details],[edit]
SSC-mlga,Malaga,Spain,36.71,-4.42,mal3,,,,"1810, 496","1924, 3459","2183, 2396",[details],[edit]
SSC-mlnd,Malindi,Kenya,-3.0,40.19,,,,,,"1869, 730",,[details],[edit]
SSC-mnkt,Manakau,New Zealand,-37.05,174.51,mnkt,mnkt,,,,,,[details],[edit]
SSC-moal,Mobil,United States,30.71,-88.04,moal,moal,,,,,,[details],[edit]
SSC-mobs,Melbourne,Australia,-37.83,144.98,,,,,,2431,,[details],[edit]
SSC-moca,Mocamedes,Angola,-15.2,12.15,,,,238,1315,,,[details],[edit]
SSC-moga,Mogadishu,Somalia,2.02,45.33,,,7.0,,,,2793,[details],[edit]
SSC-moir,Mo I Rana,Norway,66.32,13.62,,,,,675,,,[details],[edit]
SSC-mokp,Mokpo,South Korea,34.78,126.38,,,,,954,2920,2919,[details],[edit]
SSC-moku,Mokuoloe Island,United States,21.44,-157.79,moku,moku,,61,823,,,[details],[edit]
SSC-mold,Molde,Norway,62.73,7.17,,,,,1968,,,[details],[edit]
SSC-momb,Mombasa,Kenya,-4.07,39.65,momb,momb,8.0,101,"2183, 370",,"2794, 3583",[details],[edit]
SSC-momm,Mommark,Denmark,54.93,10.07,,,,,271,,,[details],[edit]
SSC-mona,Mona Island,United States,18.09,-67.94,"mona, mona2",mona,,267,2122,3017,3016,[details],[edit]
SSC-monb,Monbetui,Japan,44.35,143.37,,,,,"1470, 772",,,[details],[edit]
SSC-monc,Monaco,Monaco,43.73,7.42,"monc, monc2",,,,"149, 788",3195,"1807, 3198",[details],[edit]
SSC-mone,Moneron,Russia,46.23,141.2,,,,,700,,,[details],[edit]
SSC-monp,Monument Peak,United States,32.89,-116.42,,,,,,2432,,[details],[edit]
SSC-mont,Monterey Harbor,United States,36.61,-121.89,"mont, mont2",mont,,555,1352,2697,2698,[details],[edit]
SSC-monte,Montevideo,Uruguay,-34.9,-56.25,,,300.0,,431,3156,2895,[details],[edit]
SSC-mony,Montauk,United States,41.05,-71.96,"mony, mony2",mony,,279,519,2029,2386,[details],[edit]
SSC-mool,Mooloolaba,Australia,-26.68,153.13,,,,,"1493, 1499",,,[details],[edit]
SSC-mora,"Moray Firth, Whiteness Head",United Kingdom,57.6,-4.0,,,,,1862,,,[details],[edit]
SSC-mord,Mordialloc,Australia,-38.02,145.08,,,,,"1412, 1432",,,[details],[edit]
SSC-morp,Morpeth,United Kingdom,55.21,-1.69,,,,,,746,,[details],[edit]
SSC-morz,Morzhovaia (Harasavei Mys),Russia,71.42,67.58,,,,,732,,,[details],[edit]
SSC-mosj,Mosjoen,Norway,65.85,13.2,,,,,781,,,[details],[edit]
SSC-moss,Mossel Bay,South Africa,-34.18,22.13,,,,185,910,,,[details],[edit]
SSC-mosu,Mosulpo,South Korea,33.21,126.25,,,,,1936,,,[details],[edit]
SSC-motr,Motril,Spain,36.72,-3.52,motr,,,,1940,3457,3456,[details],[edit]
SSC-moul,Moulmein,Myanmar,16.48,97.62,moul,moul,141.0,906,747,,2845,[details],[edit]
SSC-mour,Mourilyan Harbour,Australia,-17.58,146.08,,,,,"1629, 1659",,,[details],[edit]
SSC-moza,Mozambique Island,Mozambique,-15.03,40.73,,,,,1054,,,[details],[edit]
SSC-mozi,Mozi,Japan,33.95,130.97,,,,,912,,,[details],[edit]
SSC-mpfl,Mayport,United States,30.4,-81.43,,mpfl,,753,316,,,[details],[edit]
SSC-mpva,Money_Point,United States,36.78,-76.3,,mpva,,,399,3047,3046,[details],[edit]
SSC-mqzg,Mcqueens Valley,New Zealand,-43.7,172.65,,,,,,747,,[details],[edit]
SSC-mrig,Marigot,Dominica,15.55,-61.28,mrig,,,,,,,[details],[edit]
SSC-mtka,Mitaka A Site,Japan,35.68,139.56,,,,,,2433,,[details],[edit]
SSC-mtrn,Matera,Italy,40.65,16.7,,,,,,"2428, 737",,[details],[edit]
SSC-mtrr,Monterrey,Mexico,25.72,-100.31,,,,,,3065,,[details],[edit]
SSC-mtwa,Mtwara,Tanzania,-10.27,40.2,mtwa,tanz,9.0,922,805,2567,2566,[details],[edit]
SSC-mukh,Mukho,South Korea,37.55,129.12,,,,,1108,,,[details],[edit]
SSC-mumb,Mumbles,United Kingdom,51.57,-3.98,mumb,,,,1732,,,[details],[edit]
SSC-mumbj,Mumbai / Bombay (apollo Bandar),India,18.92,72.83,,,,,"212, 43",,,[details],[edit]
SSC-mund,Mundra,India,22.83,69.72,,,,,807,,,[details],[edit]
SSC-muos,Muostah ( Muostah Ostrov),Russia,71.55,130.03,,,,,649,,,[details],[edit]
SSC-murm,Murmansk,Russia,68.97,33.05,,,274.0,,"684, 687",,2888,[details],[edit]
SSC-muro,Muroran,Japan,42.35,140.95,,,,,1194,,,[details],[edit]
SSC-muroz,Murotomisaki,Japan,33.27,134.16,,,,,1390,,,[details],[edit]
SSC-musc,Muscat,Oman,23.63,58.57,"mus2, musc","mus2, musc",,110,"1716, 2185",,,[details],[edit]
SSC-mysp,Mys Pikshueva,Russia,69.55,32.43,,,,,2026,,,[details],[edit]
SSC-myss,Mys Shmidta,Russia,68.9,-179.37,,,,,616,,,[details],[edit]
SSC-nabt,Nab Tower,United Kingdom,50.67,-0.95,,,,,391,,,[details],[edit]
SSC-naca,Nacala,Mozambique,-14.47,40.68,,,,193,1398,,,[details],[edit]
SSC-nafl,Naples,United States,26.13,-81.81,nafl,nafl,,757,1107,3045,3044,[details],[edit]
SSC-naga,Nagaevo Bay,Russia,59.73,150.7,,,92.0,,827,917,2729,[details],[edit]
SSC-nagaa,Nagappattinam,India,10.77,79.85,,,,,1308,,,[details],[edit]
SSC-nagas,Nagasaki,Japan,32.44,129.52,naga,naga,83.0,362,"1100, 141",805,2105,[details],[edit]
SSC-nago,Nagoya,Japan,35.08,136.88,,,,,"1488, 860",,,[details],[edit]
SSC-naha,Naha,Japan,26.22,127.67,naha,naha,81.0,355,1151,807,2111,[details],[edit]
SSC-naho,Nahodka,Russia,42.78,132.86,naho,naho,,,,,,[details],[edit]
SSC-naib,Naiba,Russia,70.85,130.75,,,,,1497,,,[details],[edit]
SSC-nain,Nain,Canada,56.55,-61.68,nain,,224.0,833,1029,748,2101,[details],[edit]
SSC-naka,Nakano Shima,Japan,29.83,129.85,,,,345,1105,,,[details],[edit]
SSC-nakhx,Nakhodka,Russia,42.88,132.9,,,,,551,,,[details],[edit]
SSC-nanc,Nancowry,India,8.05,93.55,nanc,nanc,,,2222,,,[details],[edit]
SSC-nano,Nanoose Bay,Canada,49.27,-124.13,,,,,1825,749,2208,[details],[edit]
SSC-nans,Nansha,China,9.5,112.5,nans,nans,,,,,,[details],[edit]
SSC-nanso,Nan Sha,China,9.55,112.88,,,,,1730,,,[details],[edit]
SSC-naos,Naos,Panama,8.92,-79.53,,,,300,"1783, 581",,,[details],[edit]
SSC-napo,Napoli,Italy,40.84,14.27,NA23,napo,,,"105, 129, 1531, 1535, 1611, 2092",3471,"3468, 3469, 3470",[details],[edit]
SSC-napt,Port Napier,New Zealand,-39.48,176.92,napt,napt,,668,1750,,,[details],[edit]
SSC-narv,Narvik,Norway,68.43,17.43,,,,,312,,,[details],[edit]
SSC-nass,Nassau,Bahamas,25.08,-77.35,,,,727,2000,3068,,[details],[edit]
SSC-naur,Nauru,Nauru,-0.52,166.91,"naur, nauu",nauu,114.0,4,"1374, 1844",750,"2134, 2773",[details],[edit]
SSC-naus,Manaus,Brazil,3.02,-60.06,,,,,,3078,,[details],[edit]
SSC-nawi,"Nawiliwili Bay, Kauai Island",United States,21.96,-159.36,"nawi, nawi2",nawi,,58,756,"2623, 2984",2622,[details],[edit]
SSC-naze,Nase,Japan,28.38,129.5,,,,359,"1018, 1522, 887",,,[details],[edit]
SSC-nbpa,New_Bold,Panama,40.14,-74.15,nbpa,nbpa,,,,,,[details],[edit]
SSC-ncla,New Canal Station,United States,30.03,-90.11,ncla,ncla,,,,,,[details],[edit]
SSC-ncpt,North_Cape,New Zealand,-34.41,173.05,ncpt,ncpt,,,,,,[details],[edit]
SSC-neah,Neah Bay,United States,48.37,-124.62,neah,neah,,558,385,751,2359,[details],[edit]
SSC-nedr,Nedre Sodertalje,Sweden,59.2,17.62,,,,,31,,,[details],[edit]
SSC-nedrh,Nedre Nykoping,Sweden,58.75,17.02,,,,,170,,,[details],[edit]
SSC-nedro,Nedre Gavle,Sweden,60.68,17.17,,,,,99,734,2303,[details],[edit]
SSC-nehu,Nehuentue,Chile,-38.74,-73.43,"ntue, ntue2",,,,,,,[details],[edit]
SSC-nels,Nelson,New Zealand,-41.27,173.27,,,,77,787,,,[details],[edit]
SSC-nemk,Nemkova (Nemkova Ostrov),Russia,71.42,150.75,,,,,797,,,[details],[edit]
SSC-neri,Newport,United States,41.5,-71.33,,neri,290.0,253,351,761,2361,[details],[edit]
SSC-nese,Nesebar,Bulgaria,42.63,27.77,,,,,261,,,[details],[edit]
SSC-nesn,Nesna,Norway,66.2,13.02,,,,,1292,,,[details],[edit]
SSC-nett,Netten,Russia,66.97,-171.93,,,,,613,,,[details],[edit]
SSC-neuv,Neuville,Canada,46.7,-71.57,,,,,192,,,[details],[edit]
SSC-neve,Nevel'sk,Russia,46.68,141.86,neve,,,,250,,,[details],[edit]
SSC-nevl,Nevlunghavn,Norway,58.97,9.88,,,,,401,,,[details],[edit]
SSC-newc,Newchwang,China,40.63,122.17,,,,,264,,,[details],[edit]
SSC-newct,Newcastle,Australia,-32.92,151.8,,,,,"1335, 267, 320, 837, 849","3225, 3226","3223, 3224",[details],[edit]
SSC-newl,Newlyn,United Kingdom,50.1,-5.54,"newl, newl2",,241.0,294,202,753,2184,[details],[edit]
SSC-newp,Newport Bay,United States,33.6,-117.88,,,,,766,,,[details],[edit]
SSC-newr,New Rochelle,United States,40.89,-73.78,,,,,856,,,[details],[edit]
SSC-neww,New Westminster,Canada,49.2,-122.92,,,,,1245,,,[details],[edit]
SSC-nezu,Nezugaseki,Japan,38.56,139.55,,,,,752,776,2306,[details],[edit]
SSC-nhav,Newhaven,United Kingdom,50.78,0.06,nhav,,,,1548,,,[details],[edit]
SSC-nhct,New Haven,United States,41.28,-72.91,,nhct,,,,,,[details],[edit]
SSC-niam,Niamey,Niger,13.48,2.18,,,,,,2570,,[details],[edit]
SSC-nice,Nice,France,43.7,7.29,"nice, nice2",nice,,,1468,"2014, 3542",1813,[details],[edit]
SSC-nico,Nicosia-athalassa,Cyprus,35.14,33.4,,,,,,755,,[details],[edit]
SSC-nicob,Nicobar,India,7.0,93.83,,,41.0,,,2071,2442,[details],[edit]
SSC-nieu,Nieuwpoort,Belgium,51.15,2.73,,,,,489,,,[details],[edit]
SSC-niki,Nikiski,United States,60.69,-151.4,niki,niki,,,1350,"2974, 709",2129,[details],[edit]
SSC-niko,Nikolski,United States,52.94,-168.87,niko,niko,,,,,,[details],[edit]
SSC-nish,Nishinoomote,Japan,30.73,130.1,,,,363,1096,,,[details],[edit]
SSC-niue,Niue,Niue,-19.05,-169.92,niue,niue,,,,,,[details],[edit]
SSC-nkfa,Nuku'Alofa,Tonga,-21.14,-175.18,"nkfa, nkfa2",nkfa,125.0,38,"1770, 1842",894,2170,[details],[edit]
SSC-nklg,N'koltang,Gabon,0.35,9.67,,,,,,756,,[details],[edit]
SSC-nksk,Nikol'skoe,Russia,55.2,166.02,nksk,nksk,,,,,,[details],[edit]
SSC-nlct,New London,United States,41.36,-72.09,,nlct,,744,429,3052,3051,[details],[edit]
SSC-nlib,North Liberty Vlba Site,United States,41.77,-91.57,,,,,,757,,[details],[edit]
SSC-nnor,New Norcia,Australia,-31.05,116.19,,,,,,2434,,[details],[edit]
SSC-nnvn,North Niviarsiat Nuvatak,Greenland,61.63,-44.9,,,,,,2479,,[details],[edit]
SSC-noct,Nouakchott,Mauritania,18.1,-15.95,noct,noct,,806,2036,,,[details],[edit]
SSC-nome,Nome,United States,64.5,-165.43,"nome, nome2",nome,74.0,595,1800,2708,2707,[details],[edit]
SSC-noos,Noosa Head,Australia,-26.37,153.1,,,,,1289,,,[details],[edit]
SSC-nord,Norderney,Germany,53.72,7.15,,,,,1079,,,[details],[edit]
SSC-norf,Norfolk Island,Australia,-29.07,167.95,,,124.0,62,"1129, 821",2925,2843,[details],[edit]
SSC-nortf,North Salaminos,Greece,37.98,23.54,,,,,"1604, 1938",,,[details],[edit]
SSC-nortg,North Sydney,Canada,46.22,-60.25,,,,,1299,,,[details],[edit]
SSC-nosy,Nosy-Be,Madagascar,-13.4,48.28,,,15.0,150,"1712, 926",,2799,[details],[edit]
SSC-noti,Noto,Italy,36.88,14.99,,,,,,758,,[details],[edit]
SSC-noto,Noto,Japan,37.5,137.16,noto,noto,,,,,,[details],[edit]
SSC-noua,Nouadhibou,Mauritania,20.81,-17.04,noua,,,,,,,[details],[edit]
SSC-novj,Novosibirsk,Russia,54.84,82.91,,,,,,"2408, 2415, 2436",,[details],[edit]
SSC-npor,Newport,United Kingdom,51.55,-2.99,npor,,,,1832,,,[details],[edit]
SSC-nrcc,Nrc1 Cacs-acp,Canada,45.45,-75.62,,,,,,762,,[details],[edit]
SSC-nril,Norilsk,Russia,69.36,88.36,,,,,,763,,[details],[edit]
SSC-nshi,North Shields,United Kingdom,55.01,-1.44,nshi,,,,"533, 95","2427, 764",2186,[details],[edit]
SSC-nspi,North Spit,United States,40.77,-124.22,"nspi, nspi2",nspi,,576,1639,2715,2714,[details],[edit]
SSC-nuku,Nuku Hiva,France,-8.91,-140.08,nuku,"nukb, nuku",142.0,31,"1555, 2241",2267,2257,[details],[edit]
SSC-numbo,Nouméa - Numbo,France,-22.25,166.41,numbo,,123.0,19,"1198, 2134, 852","1906, 3212, 3551, 759","1814, 1863",[details],[edit]
SSC-nyal,Ny Ålesund,Norway,78.93,11.95,nyal,,345.0,823,1421,"3012, 766, 767",2139,[details],[edit]
SSC-oaxa,Oaxaca,Mexico,17.08,-96.72,,,,,,3066,,[details],[edit]
SSC-ocea,Ocean Island,Kiribati,-0.88,169.58,,,,,895,,,[details],[edit]
SSC-oche,Ocheongdo,South Korea,36.12,125.98,,,,,2046,,,[details],[edit]
SSC-ocmd,Ocean City,United States,38.33,-75.09,ocmd,ocmd,,,,,,[details],[edit]
SSC-odom,Odomari,Japan,31.02,130.69,,,,,1097,,,[details],[edit]
SSC-ofun,Ofunato,Japan,39.0,141.75,ofun,ofun,87.0,351,"1140, 1364",800,"2131, 2765",[details],[edit]
SSC-ogaj,Oga,Japan,39.94,139.71,,,,,1264,775,2118,[details],[edit]
SSC-ogij,Ogi,Japan,37.81,138.28,,,,,1344,780,2127,[details],[edit]
SSC-ohit,O'Higgins,Antarctica,-63.32,-57.9,,,,,,"768, 769, 899",2334,[details],[edit]
SSC-oinc,Oregon_Inlet,United States,35.8,-75.55,oinc,oinc,,,,,,[details],[edit]
SSC-oita,Oita,Japan,33.25,131.58,,,,,"1293, 1964",,,[details],[edit]
SSC-okad,Okada,Japan,34.79,139.39,,,,,1091,,,[details],[edit]
SSC-okha,Okha,India,22.47,69.08,,,,,1395,,,[details],[edit]
SSC-okin,Okinawa,Japan,26.18,127.82,,,,,1388,795,2135,[details],[edit]
SSC-okus,Okushiri,Japan,42.08,139.49,,,,,1853,773,2171,[details],[edit]
SSC-olan,Olands Norra Udde,Sweden,57.37,17.1,,,,,69,2074,2333,[details],[edit]
SSC-omae,Omaezaki,Japan,34.6,138.23,omae,omae,,,"1141, 1263",,,[details],[edit]
SSC-omin,Ominato,Japan,41.25,141.15,,,,,679,,,[details],[edit]
SSC-onag,Onagawa,Japan,38.43,141.47,,,,,674,,,[details],[edit]
SSC-onah,Onahama,Japan,36.94,140.89,,,,,635,,,[details],[edit]
SSC-onis,Onisaki,Japan,34.9,136.82,,,,,1026,787,2099,[details],[edit]
SSC-onsa,Onsala,Sweden,57.4,11.93,,,,,,770,,[details],[edit]
SSC-onsl,Onslow,Australia,-21.65,115.13,,,,,"1631, 1660",,,[details],[edit]
SSC-oran,Oranjestad,Aruba,12.52,-70.03,oran,oran,,,,,,[details],[edit]
SSC-orma,Ormara,Pakistan,25.2,64.68,orma,orma,,,,,,[details],[edit]
SSC-orta,Ortona,Italy,42.36,14.41,OR24,,,,"2097, 972",,,[details],[edit]
SSC-osak,Osaka,Japan,34.66,135.43,,,,,1099,,,[details],[edit]
SSC-osan,Osan,North Korea,37.08,127.02,,,,,,2490,,[details],[edit]
SSC-osca,Oscarsborg,Norway,59.68,10.6,,,,,33,,,[details],[edit]
SSC-osho,Oshoroi,Japan,43.22,140.87,,,,,"1027, 159",772,"2100, 2743",[details],[edit]
SSC-oska,Oskarshamn,Sweden,57.28,16.48,,,,,2106,,,[details],[edit]
SSC-oslo,Oslo,Norway,59.91,10.73,,,,,62,2613,"2611, 2612",[details],[edit]
SSC-oste,Ostend,Belgium,51.23,2.92,oste,,,,413,2988,2987,[details],[edit]
SSC-otar,Otaru,Japan,43.22,141.05,,,,,160,,,[details],[edit]
SSC-otat,Dunedin,New Zealand,-45.81,170.63,otat,otat,,669,"136, 1643, 252","2508, 771, 921","2337, 2742, 2746",[details],[edit]
SSC-otro,Otranto,Italy,40.15,18.5,OT15,otra,,,"2096, 990",3444,"3442, 3443",[details],[edit]
SSC-ouag,Ouagadougou,Burkina Faso,12.36,1.51,,,,,,2561,,[details],[edit]
SSC-ouin,Ouinne,France,-21.98,166.68,ouin,ouin,,,2238,,3169,[details],[edit]
SSC-oulu,Oulu / Uleaborg,Finland,65.04,25.42,,,,,79,2593,2592,[details],[edit]
SSC-oura,Oura,Japan,32.98,130.22,,,,,1102,,,[details],[edit]
SSC-ousd,Otago,New Zealand,-45.87,170.51,,,,,,900,,[details],[edit]
SSC-owas,Owase,Japan,34.08,136.21,,,,,1146,,,[details],[edit]
SSC-oyar,Oyarvide,Argentina,-35.1,-57.13,,,,,1529,,,[details],[edit]
SSC-paak,Port Alexander,United States,56.25,-134.65,paak,paak,,,,,,[details],[edit]
SSC-paci,Pacitan,Indonesia,-8.2,111.08,,,,,324,,,[details],[edit]
SSC-pada,Padang,Indonesia,-0.95,100.37,"pada, padn","pada, padn",45.0,107,"1686, 2193, 274","2944, 3100",2810,[details],[edit]
SSC-paga,Pagadian City,Philippines,7.82,123.43,,,,,2152,,,[details],[edit]
SSC-pagb,Pago Bay,United States,13.43,144.8,pagb,pagb,,37,2130,1872,"2371, 3107",[details],[edit]
SSC-pago,Pago Pago,Algeria,-14.28,-170.69,"pago, pago2, pagx","pago, pagx",144.0,56,539,631,2352,[details],[edit]
SSC-pait,Paita,Peru,-5.08,-81.17,,,,678,"1539, 1737",,,[details],[edit]
SSC-palb,Port Alberni,Canada,47.71,-121.53,palb,ptal,,,527,,,[details],[edit]
SSC-pale,Paleochora,Greece,35.22,23.68,pale,pale,,,,,,[details],[edit]
SSC-palm,Palma De Mallorca,Spain,39.56,2.64,palm,,,,"1087, 1892, 2061",731,"2192, 2764, 3559",[details],[edit]
SSC-palmg,Palmer Station,Antarctica,-64.78,-64.05,,,,,,2450,,[details],[edit]
SSC-palmk,Palm Beach,United States,26.7,-80.05,,,,,1669,,,[details],[edit]
SSC-pams,Pascagoula,United States,30.37,-88.52,,pams,,,,,,[details],[edit]
SSC-pana,Pangandaran,Indonesia,-7.75,108.5,pana,pana,,,,2962,2964,[details],[edit]
SSC-pang,"Port Angeles, Washington",United States,48.13,-123.44,pang,pang,,584,2127,"3032, 3037",3031,[details],[edit]
SSC-panj,"Panjang, Bandar Lampung",Indonesia,-5.45,105.27,,,,,357,,,[details],[edit]
SSC-pank,Pantai Kerancut,Malaysia,5.45,100.2,ms002,,,,,,,[details],[edit]
SSC-pant,Pantelleria,Italy,36.83,11.94,pant,pant,,,,,,[details],[edit]
SSC-papa,Papagayo Marina,Costa Rica,10.64,-85.65,papa,papa,,,,,,[details],[edit]
SSC-pape,Papeete,France,-17.53,-149.57,"pape, pape2",pape,140.0,"15, 590","1260, 1397","2203, 2204, 2205, 3096, 809, 852",1820,[details],[edit]
SSC-papew,Pape,Latvia,56.15,21.03,,,,,340,,,[details],[edit]
